Timestamp,Frame,Class,Confidence
2025-10-15 12:56:30,0,oil_spill,0.336
2025-10-15 12:56:30,1,oil_spill,0.291
2025-10-15 12:56:30,2,oil_spill,0.298
2025-10-15 12:56:30,3,oil_spill,0.311
2025-10-15 12:56:30,4,oil_spill,0.25
2025-10-15 12:56:30,5,oil_spill,0.335
2025-10-15 12:56:31,6,oil_spill,0.328
2025-10-15 12:56:31,7,oil_spill,0.331
2025-10-15 12:56:31,8,oil_spill,0.349
2025-10-15 12:56:31,9,oil_spill,0.319
2025-10-15 12:56:31,10,oil_spill,0.309
2025-10-15 12:56:31,11,oil_spill,0.306
2025-10-15 12:56:32,12,oil_spill,0.321
2025-10-15 12:56:32,13,oil_spill,0.32
2025-10-15 12:56:32,14,oil_spill,0.348
2025-10-15 12:56:32,15,oil_spill,0.331
2025-10-15 12:56:32,16,oil_spill,0.355
2025-10-15 12:56:32,17,oil_spill,0.36
2025-10-15 12:56:32,18,oil_spill,0.379
2025-10-15 12:56:33,19,oil_spill,0.348
2025-10-15 12:56:33,20,oil_spill,0.349
2025-10-15 12:56:33,21,oil_spill,0.299
2025-10-15 12:56:33,22,oil_spill,0.258
2025-10-15 12:56:33,23,oil_spill,0.292
2025-10-15 12:56:33,24,oil_spill,0.286
2025-10-15 12:56:33,25,oil_spill,0.297
2025-10-15 12:56:34,26,oil_spill,0.327
2025-10-15 12:56:34,27,oil_spill,0.327
2025-10-15 12:56:34,28,oil_spill,0.284
2025-10-15 12:56:34,29,oil_spill,0.319
2025-10-15 12:56:34,30,oil_spill,0.297
2025-10-15 12:56:34,31,oil_spill,0.305
2025-10-15 12:56:34,32,oil_spill,0.277
2025-10-15 12:56:34,33,oil_spill,0.336
2025-10-15 12:56:35,34,oil_spill,0.379
2025-10-15 12:56:35,35,oil_spill,0.389
2025-10-15 12:56:35,36,oil_spill,0.39
2025-10-15 12:56:35,37,oil_spill,0.486
2025-10-15 12:56:35,38,oil_spill,0.456
2025-10-15 12:56:35,39,oil_spill,0.434
2025-10-15 12:56:35,40,oil_spill,0.436
2025-10-15 12:56:36,41,oil_spill,0.464
2025-10-15 12:56:36,42,oil_spill,0.51
2025-10-15 12:56:36,43,oil_spill,0.512
2025-10-15 12:56:36,44,oil_spill,0.539
2025-10-15 12:56:36,45,oil_spill,0.473
2025-10-15 12:56:36,46,oil_spill,0.443
2025-10-15 12:56:36,47,oil_spill,0.446
2025-10-15 12:56:36,48,oil_spill,0.458
2025-10-15 12:56:37,49,oil_spill,0.45
2025-10-15 12:56:37,50,oil_spill,0.476
2025-10-15 12:56:37,51,oil_spill,0.477
2025-10-15 12:56:37,52,oil_spill,0.46
2025-10-15 12:56:37,53,oil_spill,0.41
2025-10-15 12:56:37,54,oil_spill,0.403
2025-10-15 12:56:37,55,oil_spill,0.415
2025-10-15 12:56:37,56,oil_spill,0.441
2025-10-15 12:56:38,57,oil_spill,0.417
2025-10-15 12:56:38,58,oil_spill,0.432
2025-10-15 12:56:38,59,oil_spill,0.462
2025-10-15 12:56:38,60,oil_spill,0.414
2025-10-15 12:56:38,61,oil_spill,0.391
2025-10-15 12:56:38,62,oil_spill,0.401
2025-10-15 12:56:38,63,oil_spill,0.386
2025-10-15 12:56:39,64,oil_spill,0.399
2025-10-15 12:56:39,65,oil_spill,0.354
2025-10-15 12:56:39,66,oil_spill,0.362
2025-10-15 12:56:39,67,oil_spill,0.361
2025-10-15 12:56:39,68,oil_spill,0.356
2025-10-15 12:56:39,69,oil_spill,0.365
2025-10-15 12:56:39,70,oil_spill,0.375
2025-10-15 12:56:39,71,oil_spill,0.373
2025-10-15 12:56:40,72,oil_spill,0.386
2025-10-15 12:56:40,73,oil_spill,0.399
2025-10-15 12:56:40,74,oil_spill,0.388
2025-10-15 12:56:40,75,oil_spill,0.357
2025-10-15 12:56:40,76,oil_spill,0.351
2025-10-15 12:56:40,77,oil_spill,0.339
2025-10-15 12:56:40,78,oil_spill,0.352
2025-10-15 12:56:40,79,oil_spill,0.349
2025-10-15 12:56:40,79,oil_spill,0.207
2025-10-15 12:56:41,80,oil_spill,0.343
2025-10-15 12:56:41,81,oil_spill,0.367
2025-10-15 12:56:41,82,oil_spill,0.353
2025-10-15 12:56:41,83,oil_spill,0.37
2025-10-15 12:56:41,84,oil_spill,0.367
2025-10-15 12:56:41,85,oil_spill,0.368
2025-10-15 12:56:41,86,oil_spill,0.379
2025-10-15 12:56:41,87,oil_spill,0.367
2025-10-15 12:56:42,88,oil_spill,0.359
2025-10-15 12:56:42,89,oil_spill,0.358
2025-10-15 12:56:42,90,oil_spill,0.36
2025-10-15 12:56:42,91,oil_spill,0.356
2025-10-15 12:56:42,92,oil_spill,0.351
2025-10-15 12:56:42,93,oil_spill,0.353
2025-10-15 12:56:42,94,oil_spill,0.374
2025-10-15 12:56:43,95,oil_spill,0.376
2025-10-15 12:56:43,96,oil_spill,0.378
2025-10-15 12:56:43,97,oil_spill,0.35
2025-10-15 12:56:43,98,oil_spill,0.344
2025-10-15 12:56:43,99,oil_spill,0.342
2025-10-15 12:56:43,100,oil_spill,0.373
2025-10-15 12:56:43,101,oil_spill,0.374
2025-10-15 12:56:43,102,oil_spill,0.353
2025-10-15 12:56:44,103,oil_spill,0.355
2025-10-15 12:56:44,104,oil_spill,0.808
2025-10-15 12:56:44,105,oil_spill,0.815
2025-10-15 12:56:44,106,oil_spill,0.793
2025-10-15 12:56:44,107,oil_spill,0.787
2025-10-15 12:56:44,108,oil_spill,0.785
2025-10-15 12:56:44,109,oil_spill,0.781
2025-10-15 12:56:44,110,oil_spill,0.782
2025-10-15 12:56:45,111,oil_spill,0.747
2025-10-15 12:56:45,112,oil_spill,0.754
2025-10-15 12:56:45,113,oil_spill,0.768
2025-10-15 12:56:45,114,oil_spill,0.79
2025-10-15 12:56:45,115,oil_spill,0.805
2025-10-15 12:56:45,116,oil_spill,0.813
2025-10-15 12:56:45,117,oil_spill,0.797
2025-10-15 12:56:45,118,oil_spill,0.807
2025-10-15 12:56:46,119,oil_spill,0.817
2025-10-15 12:56:46,120,oil_spill,0.824
2025-10-15 12:56:46,121,oil_spill,0.814
2025-10-15 12:56:46,122,oil_spill,0.799
2025-10-15 12:56:46,123,oil_spill,0.798
2025-10-15 12:56:46,124,oil_spill,0.809
2025-10-15 12:56:46,125,oil_spill,0.812
2025-10-15 12:56:46,126,oil_spill,0.819
2025-10-15 12:56:47,127,oil_spill,0.82
2025-10-15 12:56:47,128,oil_spill,0.812
2025-10-15 12:56:47,129,oil_spill,0.806
2025-10-15 12:56:47,130,oil_spill,0.819
2025-10-15 12:56:47,131,oil_spill,0.81
2025-10-15 12:56:47,132,oil_spill,0.793
2025-10-15 12:56:47,133,oil_spill,0.799
2025-10-15 12:56:47,134,oil_spill,0.807
2025-10-15 12:56:48,135,oil_spill,0.806
2025-10-15 12:56:48,136,oil_spill,0.805
2025-10-15 12:56:48,137,oil_spill,0.814
2025-10-15 12:56:48,138,oil_spill,0.807
2025-10-15 12:56:48,139,oil_spill,0.825
2025-10-15 12:56:48,140,oil_spill,0.822
2025-10-15 12:56:48,141,oil_spill,0.832
2025-10-15 12:56:49,142,oil_spill,0.838
2025-10-15 12:56:49,143,oil_spill,0.835
2025-10-15 12:56:49,144,oil_spill,0.84
2025-10-15 12:56:49,145,oil_spill,0.812
2025-10-15 12:56:49,146,oil_spill,0.759
2025-10-15 12:56:49,147,oil_spill,0.843
2025-10-15 12:56:49,148,oil_spill,0.831
2025-10-15 12:56:49,149,oil_spill,0.792
2025-10-15 12:56:49,150,oil_spill,0.809
2025-10-15 12:56:50,151,oil_spill,0.842
2025-10-15 12:56:50,152,oil_spill,0.831
2025-10-15 12:56:50,153,oil_spill,0.821
2025-10-15 12:56:50,154,oil_spill,0.78
2025-10-15 12:56:50,155,oil_spill,0.793
2025-10-15 12:56:50,156,oil_spill,0.751
2025-10-15 12:56:50,157,oil_spill,0.719
2025-10-15 12:56:51,158,oil_spill,0.715
2025-10-15 12:56:51,159,oil_spill,0.744
2025-10-15 12:56:51,160,oil_spill,0.718
2025-10-15 12:56:51,161,oil_spill,0.668
2025-10-15 12:56:51,162,oil_spill,0.693
2025-10-15 12:56:51,163,oil_spill,0.596
2025-10-15 12:56:51,164,oil_spill,0.581
2025-10-15 12:56:51,165,oil_spill,0.581
2025-10-15 12:56:51,165,oil_spill,0.226
2025-10-15 12:56:51,166,oil_spill,0.508
2025-10-15 12:56:52,167,oil_spill,0.576
2025-10-15 12:56:52,167,oil_spill,0.38
2025-10-15 12:56:52,168,oil_spill,0.616
2025-10-15 12:56:52,168,oil_spill,0.44
2025-10-15 12:56:52,169,oil_spill,0.627
2025-10-15 12:56:52,169,oil_spill,0.519
2025-10-15 12:56:52,170,oil_spill,0.646
2025-10-15 12:56:52,170,oil_spill,0.5
2025-10-15 12:56:52,171,oil_spill,0.626
2025-10-15 12:56:52,171,oil_spill,0.561
2025-10-15 12:56:52,172,oil_spill,0.574
2025-10-15 12:56:52,172,oil_spill,0.521
2025-10-15 12:56:52,173,oil_spill,0.634
2025-10-15 12:56:52,173,oil_spill,0.35
2025-10-15 12:56:53,174,oil_spill,0.552
2025-10-15 12:56:53,174,oil_spill,0.282
2025-10-15 12:56:53,174,oil_spill,0.281
2025-10-15 12:56:53,175,oil_spill,0.538
2025-10-15 12:56:53,175,oil_spill,0.437
2025-10-15 12:56:53,176,oil_spill,0.637
2025-10-15 12:56:53,177,oil_spill,0.691
2025-10-15 12:56:53,178,oil_spill,0.689
2025-10-15 12:56:53,179,oil_spill,0.765
2025-10-15 12:56:53,180,oil_spill,0.787
2025-10-15 12:56:53,181,oil_spill,0.788
2025-10-15 12:56:54,182,oil_spill,0.766
2025-10-15 12:56:54,183,oil_spill,0.754
2025-10-15 12:56:54,184,oil_spill,0.753
2025-10-15 12:56:54,185,oil_spill,0.766
2025-10-15 12:56:54,185,oil_spill,0.269
2025-10-15 12:56:54,186,oil_spill,0.685
2025-10-15 12:56:54,186,oil_spill,0.413
2025-10-15 12:56:54,187,oil_spill,0.68
2025-10-15 12:56:54,188,oil_spill,0.671
2025-10-15 12:56:54,189,oil_spill,0.726
2025-10-15 12:56:54,189,oil_spill,0.371
2025-10-15 12:56:55,190,oil_spill,0.76
2025-10-15 12:56:55,190,oil_spill,0.243
2025-10-15 12:56:55,191,oil_spill,0.739
2025-10-15 12:56:55,192,oil_spill,0.687
2025-10-15 12:56:55,193,oil_spill,0.722
2025-10-15 12:56:55,194,oil_spill,0.749
2025-10-15 12:56:55,195,oil_spill,0.754
2025-10-15 12:56:55,196,oil_spill,0.796
2025-10-15 12:56:55,197,oil_spill,0.799
2025-10-15 12:56:56,198,oil_spill,0.788
2025-10-15 12:56:56,199,oil_spill,0.788
2025-10-15 12:56:56,200,oil_spill,0.765
2025-10-15 12:56:56,201,oil_spill,0.77
2025-10-15 12:56:56,202,oil_spill,0.776
2025-10-15 12:56:56,203,oil_spill,0.802
2025-10-15 12:56:56,204,oil_spill,0.797
2025-10-15 12:56:57,205,oil_spill,0.825
2025-10-15 12:56:57,206,oil_spill,0.819
2025-10-15 12:56:57,207,oil_spill,0.84
2025-10-15 12:56:57,208,oil_spill,0.833
2025-10-15 12:56:57,209,oil_spill,0.84
2025-10-15 12:56:57,210,oil_spill,0.825
2025-10-15 12:56:57,211,oil_spill,0.829
2025-10-15 12:56:57,212,oil_spill,0.819
2025-10-15 12:56:58,213,oil_spill,0.823
2025-10-15 12:56:58,214,oil_spill,0.814
2025-10-15 12:56:58,215,oil_spill,0.779
2025-10-15 12:56:58,216,oil_spill,0.758
2025-10-15 12:56:58,217,oil_spill,0.785
2025-10-15 12:56:58,217,oil_spill,0.256
2025-10-15 12:56:58,218,oil_spill,0.769
2025-10-15 12:56:58,218,oil_spill,0.712
2025-10-15 12:56:58,219,oil_spill,0.746
2025-10-15 12:56:58,220,oil_spill,0.752
2025-10-15 12:56:59,221,oil_spill,0.72
2025-10-15 12:56:59,222,oil_spill,0.66
2025-10-15 12:56:59,223,oil_spill,0.741
2025-10-15 12:56:59,224,oil_spill,0.722
2025-10-15 12:56:59,225,oil_spill,0.697
2025-10-15 12:56:59,226,oil_spill,0.651
2025-10-15 12:56:59,227,oil_spill,0.734
2025-10-15 12:56:59,228,oil_spill,0.764
2025-10-15 12:57:00,229,oil_spill,0.795
2025-10-15 12:57:00,230,oil_spill,0.735
2025-10-15 12:57:00,231,oil_spill,0.781
2025-10-15 12:57:00,232,oil_spill,0.736
2025-10-15 12:57:00,233,oil_spill,0.793
2025-10-15 12:57:00,234,oil_spill,0.761
2025-10-15 12:57:01,235,oil_spill,0.791
2025-10-15 12:57:01,236,oil_spill,0.805
2025-10-15 12:57:01,237,oil_spill,0.771
2025-10-15 12:57:01,238,oil_spill,0.593
2025-10-15 12:57:01,239,oil_spill,0.582
2025-10-15 12:57:01,240,oil_spill,0.468
2025-10-15 12:57:01,241,oil_spill,0.66
2025-10-15 12:57:01,242,oil_spill,0.595
2025-10-15 12:57:02,243,oil_spill,0.499
2025-10-15 12:57:02,244,oil_spill,0.443
2025-10-15 12:57:02,245,oil_spill,0.44
2025-10-15 12:57:02,246,oil_spill,0.425
2025-10-15 12:57:02,247,oil_spill,0.398
2025-10-15 12:57:02,248,oil_spill,0.469
2025-10-15 12:57:02,249,oil_spill,0.544
2025-10-15 12:57:03,250,oil_spill,0.582
2025-10-15 12:57:03,251,oil_spill,0.679
2025-10-15 12:57:03,252,oil_spill,0.639
2025-10-15 12:57:03,253,oil_spill,0.721
2025-10-15 12:57:03,254,oil_spill,0.667
2025-10-15 12:57:03,255,oil_spill,0.609
2025-10-15 12:57:03,256,oil_spill,0.656
2025-10-15 12:57:03,257,oil_spill,0.659
2025-10-15 12:57:04,258,oil_spill,0.661
2025-10-15 12:57:04,259,oil_spill,0.629
2025-10-15 12:57:04,260,oil_spill,0.649
2025-10-15 12:57:04,261,oil_spill,0.691
2025-10-15 12:57:04,262,oil_spill,0.677
2025-10-15 12:57:04,263,oil_spill,0.676
2025-10-15 12:57:04,264,oil_spill,0.703
2025-10-15 12:57:04,265,oil_spill,0.719
2025-10-15 12:57:05,266,oil_spill,0.722
2025-10-15 12:57:05,267,oil_spill,0.712
2025-10-15 12:57:05,268,oil_spill,0.63
2025-10-15 12:57:05,269,oil_spill,0.537
2025-10-15 12:57:05,270,oil_spill,0.571
2025-10-15 12:57:06,271,oil_spill,0.599
2025-10-15 12:57:06,272,oil_spill,0.597
2025-10-15 12:57:06,273,oil_spill,0.589
2025-10-15 12:57:06,274,oil_spill,0.588
2025-10-15 12:57:06,275,oil_spill,0.624
2025-10-15 12:57:06,276,oil_spill,0.605
2025-10-15 12:57:06,277,oil_spill,0.593
2025-10-15 12:57:06,278,oil_spill,0.55
2025-10-15 12:57:07,279,oil_spill,0.594
2025-10-15 12:57:07,280,oil_spill,0.533
2025-10-15 12:57:07,281,oil_spill,0.61
2025-10-15 12:57:07,282,oil_spill,0.593
2025-10-15 12:57:07,283,oil_spill,0.588
2025-10-15 12:57:07,284,oil_spill,0.57
2025-10-15 12:57:07,285,oil_spill,0.509
2025-10-15 12:57:07,286,oil_spill,0.509
2025-10-15 12:57:08,287,oil_spill,0.514
2025-10-15 12:57:08,288,oil_spill,0.61
2025-10-15 12:57:08,289,oil_spill,0.558
2025-10-15 12:57:08,290,oil_spill,0.51
2025-10-15 12:57:08,291,oil_spill,0.471
2025-10-15 12:57:08,292,oil_spill,0.51
2025-10-15 12:57:08,293,oil_spill,0.534
2025-10-15 12:57:09,294,oil_spill,0.532
2025-10-15 12:57:09,295,oil_spill,0.55
2025-10-15 12:57:09,296,oil_spill,0.566
2025-10-15 12:57:09,297,oil_spill,0.619
2025-10-15 12:57:09,298,oil_spill,0.605
2025-10-15 12:57:09,299,oil_spill,0.617
2025-10-15 12:57:09,300,oil_spill,0.636
2025-10-15 12:57:10,301,oil_spill,0.61
2025-10-15 12:57:10,302,oil_spill,0.621
2025-10-15 12:57:10,303,oil_spill,0.644
2025-10-15 12:57:10,304,oil_spill,0.654
2025-10-15 12:57:10,305,oil_spill,0.612
2025-10-15 12:57:10,306,oil_spill,0.631
2025-10-15 12:57:10,307,oil_spill,0.66
2025-10-15 12:57:10,308,oil_spill,0.637
2025-10-15 12:57:11,309,oil_spill,0.604
2025-10-15 12:57:11,310,oil_spill,0.6
2025-10-15 12:57:11,311,oil_spill,0.578
2025-10-15 12:57:11,312,oil_spill,0.606
2025-10-15 12:57:11,313,oil_spill,0.641
2025-10-15 12:57:11,314,oil_spill,0.591
2025-10-15 12:57:11,315,oil_spill,0.629
2025-10-15 12:57:11,316,oil_spill,0.624
2025-10-15 12:57:11,317,oil_spill,0.648
2025-10-15 12:57:12,318,oil_spill,0.615
2025-10-15 12:57:12,319,oil_spill,0.591
2025-10-15 12:57:12,320,oil_spill,0.583
2025-10-15 12:57:12,321,oil_spill,0.59
2025-10-15 12:57:12,322,oil_spill,0.598
2025-10-15 12:57:12,323,oil_spill,0.612
2025-10-15 12:57:12,324,oil_spill,0.654
2025-10-15 12:57:13,325,oil_spill,0.699
2025-10-15 12:57:13,326,oil_spill,0.638
2025-10-15 12:57:13,327,oil_spill,0.663
2025-10-15 12:57:13,328,oil_spill,0.617
2025-10-15 12:57:13,329,oil_spill,0.619
2025-10-15 12:57:13,330,oil_spill,0.567
2025-10-15 12:57:13,331,oil_spill,0.578
2025-10-15 12:57:13,332,oil_spill,0.597
2025-10-15 12:57:14,333,oil_spill,0.629
2025-10-15 12:57:14,334,oil_spill,0.639
2025-10-15 12:57:14,335,oil_spill,0.669
2025-10-15 12:57:14,336,oil_spill,0.669
2025-10-15 12:57:14,337,oil_spill,0.702
2025-10-15 12:57:14,338,oil_spill,0.709
2025-10-15 12:57:15,339,oil_spill,0.714
2025-10-15 12:57:15,340,oil_spill,0.724
2025-10-15 12:57:15,341,oil_spill,0.666
2025-10-15 12:57:15,342,oil_spill,0.682
2025-10-15 12:57:15,343,oil_spill,0.696
2025-10-15 12:57:15,344,oil_spill,0.717
2025-10-15 12:57:15,345,oil_spill,0.76
2025-10-15 12:57:15,346,oil_spill,0.757
2025-10-15 12:57:16,347,oil_spill,0.74
2025-10-15 12:57:16,348,oil_spill,0.729
2025-10-15 12:57:16,349,oil_spill,0.658
2025-10-15 12:57:16,350,oil_spill,0.617
2025-10-15 12:57:16,351,oil_spill,0.601
2025-10-15 12:57:16,352,oil_spill,0.631
2025-10-15 12:57:16,353,oil_spill,0.669
2025-10-15 12:57:16,354,oil_spill,0.665
2025-10-15 12:57:16,355,oil_spill,0.643
2025-10-15 12:57:17,356,oil_spill,0.555
2025-10-15 12:57:17,357,oil_spill,0.692
2025-10-15 12:57:17,358,oil_spill,0.702
2025-10-15 12:57:17,359,oil_spill,0.696
2025-10-15 12:57:17,360,oil_spill,0.658
2025-10-15 12:57:17,361,oil_spill,0.672
2025-10-15 12:57:17,362,oil_spill,0.675
2025-10-15 12:57:18,363,oil_spill,0.675
2025-10-15 12:57:18,364,oil_spill,0.708
2025-10-15 12:57:18,365,oil_spill,0.745
2025-10-15 12:57:18,366,oil_spill,0.748
2025-10-15 12:57:18,367,oil_spill,0.745
2025-10-15 12:57:18,368,oil_spill,0.745
2025-10-15 12:57:18,369,oil_spill,0.733
2025-10-15 12:57:19,370,oil_spill,0.731
2025-10-15 12:57:19,371,oil_spill,0.716
2025-10-15 12:57:19,372,oil_spill,0.725
2025-10-15 12:57:19,373,oil_spill,0.755
2025-10-15 12:57:19,374,oil_spill,0.745
2025-10-15 12:57:19,375,oil_spill,0.737
2025-10-15 12:57:19,376,oil_spill,0.743
2025-10-15 12:57:19,377,oil_spill,0.713
2025-10-15 12:57:20,378,oil_spill,0.687
2025-10-15 12:57:20,379,oil_spill,0.64
2025-10-15 12:57:20,380,oil_spill,0.718
2025-10-15 12:57:20,381,oil_spill,0.715
2025-10-15 12:57:20,382,oil_spill,0.694
2025-10-15 12:57:20,383,oil_spill,0.703
2025-10-15 12:57:20,384,oil_spill,0.725
2025-10-15 12:57:20,385,oil_spill,0.73
2025-10-15 12:57:21,386,oil_spill,0.736
2025-10-15 12:57:21,387,oil_spill,0.754
2025-10-15 12:57:21,388,oil_spill,0.737
2025-10-15 12:57:21,389,oil_spill,0.743
2025-10-15 12:57:21,390,oil_spill,0.752
2025-10-15 12:57:21,391,oil_spill,0.747
2025-10-15 12:57:21,392,oil_spill,0.725
2025-10-15 12:57:21,393,oil_spill,0.74
2025-10-15 12:57:22,394,oil_spill,0.734
2025-10-15 12:57:22,395,oil_spill,0.716
2025-10-15 12:57:22,396,oil_spill,0.662
